mod,type,dupes,itemId,threadIndex
Grace has 20% increased Aura Effect,implicit,1,35692d3e1cfc60f2e574733ad62dce4d1ca6ebf54d6b695de7d8e4346d610bee,3324498
Determination has 20% increased Aura Effect,implicit,1,35692d3e1cfc60f2e574733ad62dce4d1ca6ebf54d6b695de7d8e4346d610bee,3324498
You gain Onslaught for 4 seconds on Hit,implicit,1,35692d3e1cfc60f2e574733ad62dce4d1ca6ebf54d6b695de7d8e4346d610bee,3324498
+55 to Intelligence,explicit,1,35692d3e1cfc60f2e574733ad62dce4d1ca6ebf54d6b695de7d8e4346d610bee,3324498
Adds 7 to 75 Lightning Damage to Attacks,explicit,1,35692d3e1cfc60f2e574733ad62dce4d1ca6ebf54d6b695de7d8e4346d610bee,3324498
+47 to maximum Energy Shield,explicit,1,35692d3e1cfc60f2e574733ad62dce4d1ca6ebf54d6b695de7d8e4346d610bee,3324498
+55 to maximum Mana,explicit,1,35692d3e1cfc60f2e574733ad62dce4d1ca6ebf54d6b695de7d8e4346d610bee,3324498
+54% to Cold Resistance,explicit,1,35692d3e1cfc60f2e574733ad62dce4d1ca6ebf54d6b695de7d8e4346d610bee,3324498
7% reduced Mana Cost of Skills,explicit,1,35692d3e1cfc60f2e574733ad62dce4d1ca6ebf54d6b695de7d8e4346d610bee,3324498
+1 to Minimum Frenzy Charges,crafted,1,35692d3e1cfc60f2e574733ad62dce4d1ca6ebf54d6b695de7d8e4346d610bee,3324498
Your Meteor Towers create Burning Ground for 3 seconds on Hit,enchant,1,54a78506f7d227223182c2570d20ae1e88a56a53fbc4a0fe7039c6c48b643594,3324498
6% increased Dexterity,implicit,1,54a78506f7d227223182c2570d20ae1e88a56a53fbc4a0fe7039c6c48b643594,3324498
+1 to Maximum Frenzy Charges,implicit,1,54a78506f7d227223182c2570d20ae1e88a56a53fbc4a0fe7039c6c48b643594,3324498
4 to 8 Added Cold Damage per Frenzy Charge,implicit,1,54a78506f7d227223182c2570d20ae1e88a56a53fbc4a0fe7039c6c48b643594,3324498
+55 to Dexterity,explicit,1,54a78506f7d227223182c2570d20ae1e88a56a53fbc4a0fe7039c6c48b643594,3324498
+25% to Global Critical Strike Multiplier,explicit,1,54a78506f7d227223182c2570d20ae1e88a56a53fbc4a0fe7039c6c48b643594,3324498
+60 to maximum Life,explicit,1,54a78506f7d227223182c2570d20ae1e88a56a53fbc4a0fe7039c6c48b643594,3324498
Regenerate 5.3 Mana per second,explicit,1,54a78506f7d227223182c2570d20ae1e88a56a53fbc4a0fe7039c6c48b643594,3324498
+35% to Chaos Resistance,explicit,1,54a78506f7d227223182c2570d20ae1e88a56a53fbc4a0fe7039c6c48b643594,3324498
50% increased Elemental Damage with Attack Skills,explicit,1,54a78506f7d227223182c2570d20ae1e88a56a53fbc4a0fe7039c6c48b643594,3324498
Non-Channelling Skills have -7 to Total Mana Cost,crafted,1,54a78506f7d227223182c2570d20ae1e88a56a53fbc4a0fe7039c6c48b643594,3324498
+36% to Lightning Resistance,implicit,1,8d7f9249239838916cf28fd668ad8aeab799083d6019b1ef257c5e00acb96d58,3324498
+47 to maximum Energy Shield,explicit,1,8d7f9249239838916cf28fd668ad8aeab799083d6019b1ef257c5e00acb96d58,3324498
+42% to Chaos Resistance,explicit,1,8d7f9249239838916cf28fd668ad8aeab799083d6019b1ef257c5e00acb96d58,3324498
15% increased Area of Effect,explicit,1,8d7f9249239838916cf28fd668ad8aeab799083d6019b1ef257c5e00acb96d58,3324498
10% increased Life Reservation Efficiency of Skills,explicit,1,8d7f9249239838916cf28fd668ad8aeab799083d6019b1ef257c5e00acb96d58,3324498
Curse Enemies with Flammability on Hit,explicit,1,8d7f9249239838916cf28fd668ad8aeab799083d6019b1ef257c5e00acb96d58,3324498
+18% to Lightning and Chaos Resistances,crafted,1,8d7f9249239838916cf28fd668ad8aeab799083d6019b1ef257c5e00acb96d58,3324498
+24 to Intelligence,implicit,1,393609bf3ee0641d2a2810c2f43eb34aff7047db17f01253f03f6a153aa44de1,3324498
+1 to Maximum Power Charges,implicit,1,393609bf3ee0641d2a2810c2f43eb34aff7047db17f01253f03f6a153aa44de1,3324498
6% increased Spell Damage per Power Charge,implicit,1,393609bf3ee0641d2a2810c2f43eb34aff7047db17f01253f03f6a153aa44de1,3324498
+66 to Intelligence,explicit,1,393609bf3ee0641d2a2810c2f43eb34aff7047db17f01253f03f6a153aa44de1,3324498
7% increased Attack Speed,explicit,1,393609bf3ee0641d2a2810c2f43eb34aff7047db17f01253f03f6a153aa44de1,3324498
+25% to Global Critical Strike Multiplier,explicit,1,393609bf3ee0641d2a2810c2f43eb34aff7047db17f01253f03f6a153aa44de1,3324498
+43 to maximum Energy Shield,explicit,1,393609bf3ee0641d2a2810c2f43eb34aff7047db17f01253f03f6a153aa44de1,3324498
42% increased Elemental Damage with Attack Skills,explicit,1,393609bf3ee0641d2a2810c2f43eb34aff7047db17f01253f03f6a153aa44de1,3324498
Adds 5 to 48 Lightning Damage to Attacks,crafted,1,393609bf3ee0641d2a2810c2f43eb34aff7047db17f01253f03f6a153aa44de1,3324498
7% increased Strength,implicit,1,60cc5b332fd17cdfb734764e1222cb309ca6a94f28f9f2b53689efada383c2e5,3324498
+14% to Global Critical Strike Multiplier,implicit,1,60cc5b332fd17cdfb734764e1222cb309ca6a94f28f9f2b53689efada383c2e5,3324498
+1 to Maximum Frenzy Charges,implicit,1,60cc5b332fd17cdfb734764e1222cb309ca6a94f28f9f2b53689efada383c2e5,3324498
+64 to Strength,explicit,1,60cc5b332fd17cdfb734764e1222cb309ca6a94f28f9f2b53689efada383c2e5,3324498
Adds 16 to 22 Fire Damage,explicit,1,60cc5b332fd17cdfb734764e1222cb309ca6a94f28f9f2b53689efada383c2e5,3324498
Adds 15 to 22 Lightning Damage,explicit,1,60cc5b332fd17cdfb734764e1222cb309ca6a94f28f9f2b53689efada383c2e5,3324498
20% increased Global Accuracy Rating,explicit,1,60cc5b332fd17cdfb734764e1222cb309ca6a94f28f9f2b53689efada383c2e5,3324498
+25% to Global Critical Strike Multiplier,explicit,1,60cc5b332fd17cdfb734764e1222cb309ca6a94f28f9f2b53689efada383c2e5,3324498
+79 to maximum Life,explicit,1,60cc5b332fd17cdfb734764e1222cb309ca6a94f28f9f2b53689efada383c2e5,3324498
15% increased Light Radius,explicit,1,60cc5b332fd17cdfb734764e1222cb309ca6a94f28f9f2b53689efada383c2e5,3324498
Non-Channelling Skills have -7 to Total Mana Cost,crafted,1,60cc5b332fd17cdfb734764e1222cb309ca6a94f28f9f2b53689efada383c2e5,3324498
+16% to Global Critical Strike Multiplier,implicit,1,c3ff34328240a183f5b285be8d5b40d8c857174e8e7146be92b8b6812c25e242,3324498
+1 to Maximum Frenzy Charges,implicit,1,c3ff34328240a183f5b285be8d5b40d8c857174e8e7146be92b8b6812c25e242,3324498
4 to 8 Added Cold Damage per Frenzy Charge,implicit,1,c3ff34328240a183f5b285be8d5b40d8c857174e8e7146be92b8b6812c25e242,3324498
26% increased Cold Damage,explicit,1,c3ff34328240a183f5b285be8d5b40d8c857174e8e7146be92b8b6812c25e242,3324498
7% increased Attack Speed,explicit,1,c3ff34328240a183f5b285be8d5b40d8c857174e8e7146be92b8b6812c25e242,3324498
+79 to maximum Life,explicit,1,c3ff34328240a183f5b285be8d5b40d8c857174e8e7146be92b8b6812c25e242,3324498
4 to 8 Added Cold Damage per Frenzy Charge,explicit,1,c3ff34328240a183f5b285be8d5b40d8c857174e8e7146be92b8b6812c25e242,3324498
50% increased Elemental Damage with Attack Skills,explicit,1,c3ff34328240a183f5b285be8d5b40d8c857174e8e7146be92b8b6812c25e242,3324498
16% increased Global Critical Strike Chance,crafted,1,c3ff34328240a183f5b285be8d5b40d8c857174e8e7146be92b8b6812c25e242,3324498
+23% to Critical Strike Multiplier if you've Shattered an Enemy Recently,crafted,1,c3ff34328240a183f5b285be8d5b40d8c857174e8e7146be92b8b6812c25e242,3324498
7% increased Dexterity,implicit,1,147cf161fa3d1959c2b3d2c61bfb1b0b9ab2942c47887fd095705c57e695dc26,3324498
+20% to Global Critical Strike Multiplier,implicit,1,147cf161fa3d1959c2b3d2c61bfb1b0b9ab2942c47887fd095705c57e695dc26,3324498
+1 to Maximum Frenzy Charges,implicit,1,147cf161fa3d1959c2b3d2c61bfb1b0b9ab2942c47887fd095705c57e695dc26,3324498
+66 to Dexterity,explicit,1,147cf161fa3d1959c2b3d2c61bfb1b0b9ab2942c47887fd095705c57e695dc26,3324498
+66 to Intelligence,explicit,1,147cf161fa3d1959c2b3d2c61bfb1b0b9ab2942c47887fd095705c57e695dc26,3324498
+25% to Global Critical Strike Multiplier,explicit,1,147cf161fa3d1959c2b3d2c61bfb1b0b9ab2942c47887fd095705c57e695dc26,3324498
+60 to maximum Life,explicit,1,147cf161fa3d1959c2b3d2c61bfb1b0b9ab2942c47887fd095705c57e695dc26,3324498
Regenerate 5.3 Mana per second,explicit,1,147cf161fa3d1959c2b3d2c61bfb1b0b9ab2942c47887fd095705c57e695dc26,3324498
42% increased Elemental Damage with Attack Skills,explicit,1,147cf161fa3d1959c2b3d2c61bfb1b0b9ab2942c47887fd095705c57e695dc26,3324498
Non-Channelling Skills have -7 to Total Mana Cost,crafted,1,147cf161fa3d1959c2b3d2c61bfb1b0b9ab2942c47887fd095705c57e695dc26,3324498
7% increased Strength,implicit,1,487327c8509c150007e781636f13d26c55f2dddea9384af02b1d6264384b2557,3324498
7% increased Intelligence,implicit,1,487327c8509c150007e781636f13d26c55f2dddea9384af02b1d6264384b2557,3324498
+16% to Global Critical Strike Multiplier,implicit,1,487327c8509c150007e781636f13d26c55f2dddea9384af02b1d6264384b2557,3324498
+66 to Strength,explicit,1,487327c8509c150007e781636f13d26c55f2dddea9384af02b1d6264384b2557,3324498
+64 to Intelligence,explicit,1,487327c8509c150007e781636f13d26c55f2dddea9384af02b1d6264384b2557,3324498
+25% to Global Critical Strike Multiplier,explicit,1,487327c8509c150007e781636f13d26c55f2dddea9384af02b1d6264384b2557,3324498
+79 to maximum Life,explicit,1,487327c8509c150007e781636f13d26c55f2dddea9384af02b1d6264384b2557,3324498
+54 to maximum Mana,explicit,1,487327c8509c150007e781636f13d26c55f2dddea9384af02b1d6264384b2557,3324498
8% of Damage taken Recouped as Mana,explicit,1,487327c8509c150007e781636f13d26c55f2dddea9384af02b1d6264384b2557,3324498
Adds 12 to 16 Cold Damage,crafted,1,487327c8509c150007e781636f13d26c55f2dddea9384af02b1d6264384b2557,3324498
Adds 1 to 24 Lightning Damage,crafted,1,487327c8509c150007e781636f13d26c55f2dddea9384af02b1d6264384b2557,3324498
7% increased Intelligence,implicit,1,6581cb4d056e09000fddf986288495e6eaaf406098502e3739ebfec76b8b5077,3324498
+20% to Global Critical Strike Multiplier,implicit,1,6581cb4d056e09000fddf986288495e6eaaf406098502e3739ebfec76b8b5077,3324498
+1 to Maximum Power Charges,implicit,1,6581cb4d056e09000fddf986288495e6eaaf406098502e3739ebfec76b8b5077,3324498
+66 to Intelligence,explicit,1,6581cb4d056e09000fddf986288495e6eaaf406098502e3739ebfec76b8b5077,3324498
7% increased Attack Speed,explicit,1,6581cb4d056e09000fddf986288495e6eaaf406098502e3739ebfec76b8b5077,3324498
+25% to Global Critical Strike Multiplier,explicit,1,6581cb4d056e09000fddf986288495e6eaaf406098502e3739ebfec76b8b5077,3324498
+47 to maximum Energy Shield,explicit,1,6581cb4d056e09000fddf986288495e6eaaf406098502e3739ebfec76b8b5077,3324498
42% increased Elemental Damage with Attack Skills,explicit,1,6581cb4d056e09000fddf986288495e6eaaf406098502e3739ebfec76b8b5077,3324498
Adds 5 to 48 Lightning Damage to Attacks,crafted,1,6581cb4d056e09000fddf986288495e6eaaf406098502e3739ebfec76b8b5077,3324498
+16% to Global Critical Strike Multiplier,implicit,1,b5b986959ec4948dc811b0c4b18c1a8b34adab2e58e13b15e2ef5c4511156a8d,3324498
+1 to Maximum Frenzy Charges,implicit,1,b5b986959ec4948dc811b0c4b18c1a8b34adab2e58e13b15e2ef5c4511156a8d,3324498
4 to 8 Added Cold Damage per Frenzy Charge,implicit,1,b5b986959ec4948dc811b0c4b18c1a8b34adab2e58e13b15e2ef5c4511156a8d,3324498
Item sells for much more to vendors,implicit,1,b5b986959ec4948dc811b0c4b18c1a8b34adab2e58e13b15e2ef5c4511156a8d,3324498
7% increased Attack Speed,explicit,1,b5b986959ec4948dc811b0c4b18c1a8b34adab2e58e13b15e2ef5c4511156a8d,3324498
+60 to maximum Life,explicit,1,b5b986959ec4948dc811b0c4b18c1a8b34adab2e58e13b15e2ef5c4511156a8d,3324498
Regenerate 5.3 Mana per second,explicit,1,b5b986959ec4948dc811b0c4b18c1a8b34adab2e58e13b15e2ef5c4511156a8d,3324498
+35% to Chaos Resistance,explicit,1,b5b986959ec4948dc811b0c4b18c1a8b34adab2e58e13b15e2ef5c4511156a8d,3324498
4 to 8 Added Cold Damage per Frenzy Charge,explicit,1,b5b986959ec4948dc811b0c4b18c1a8b34adab2e58e13b15e2ef5c4511156a8d,3324498
50% increased Elemental Damage with Attack Skills,explicit,1,b5b986959ec4948dc811b0c4b18c1a8b34adab2e58e13b15e2ef5c4511156a8d,3324498
16% increased Global Critical Strike Chance,crafted,1,b5b986959ec4948dc811b0c4b18c1a8b34adab2e58e13b15e2ef5c4511156a8d,3324498
+23% to Critical Strike Multiplier if you've Shattered an Enemy Recently,crafted,1,b5b986959ec4948dc811b0c4b18c1a8b34adab2e58e13b15e2ef5c4511156a8d,3324498
Your Imbuing Towers also grant Onslaught,enchant,1,a1b16758732475012a0e62663a5a45bfec183462d9c1cb9800c13573abb1890f,3324498
12% increased maximum Energy Shield,implicit,1,a1b16758732475012a0e62663a5a45bfec183462d9c1cb9800c13573abb1890f,3324498
+1 to Maximum Endurance Charges,implicit,1,a1b16758732475012a0e62663a5a45bfec183462d9c1cb9800c13573abb1890f,3324498
Discipline has 20% increased Aura Effect,implicit,1,a1b16758732475012a0e62663a5a45bfec183462d9c1cb9800c13573abb1890f,3324498
Item sells for much more to vendors,implicit,1,a1b16758732475012a0e62663a5a45bfec183462d9c1cb9800c13573abb1890f,3324498
22% increased Fire Damage,explicit,1,a1b16758732475012a0e62663a5a45bfec183462d9c1cb9800c13573abb1890f,3324498
+25% to Global Critical Strike Multiplier,explicit,1,a1b16758732475012a0e62663a5a45bfec183462d9c1cb9800c13573abb1890f,3324498
+56 to maximum Energy Shield,explicit,1,a1b16758732475012a0e62663a5a45bfec183462d9c1cb9800c13573abb1890f,3324498
+79 to maximum Life,explicit,1,a1b16758732475012a0e62663a5a45bfec183462d9c1cb9800c13573abb1890f,3324498
+1 to Minimum Power Charges,explicit,1,a1b16758732475012a0e62663a5a45bfec183462d9c1cb9800c13573abb1890f,3324498
4% chance to gain a Power Charge on Kill,explicit,1,a1b16758732475012a0e62663a5a45bfec183462d9c1cb9800c13573abb1890f,3324498
Non-Channelling Skills have -7 to Total Mana Cost,crafted,1,a1b16758732475012a0e62663a5a45bfec183462d9c1cb9800c13573abb1890f,3324498
Your Arc Towers have 3 additional chains,enchant,1,8b1d1c087c41f3725e300ba115b934777bb3bb6cf1a819b6d076a646df838fdd,3324498
+16% to Global Critical Strike Multiplier,implicit,1,8b1d1c087c41f3725e300ba115b934777bb3bb6cf1a819b6d076a646df838fdd,3324498
Curse Enemies with Flammability on Hit,implicit,1,8b1d1c087c41f3725e300ba115b934777bb3bb6cf1a819b6d076a646df838fdd,3324498
You gain Onslaught for 4 seconds on Hit,implicit,1,8b1d1c087c41f3725e300ba115b934777bb3bb6cf1a819b6d076a646df838fdd,3324498
Item sells for much more to vendors,implicit,1,8b1d1c087c41f3725e300ba115b934777bb3bb6cf1a819b6d076a646df838fdd,3324498
22% increased Fire Damage,explicit,1,8b1d1c087c41f3725e300ba115b934777bb3bb6cf1a819b6d076a646df838fdd,3324498
+30% to Global Critical Strike Multiplier,explicit,1,8b1d1c087c41f3725e300ba115b934777bb3bb6cf1a819b6d076a646df838fdd,3324498
+47 to maximum Energy Shield,explicit,1,8b1d1c087c41f3725e300ba115b934777bb3bb6cf1a819b6d076a646df838fdd,3324498
+79 to maximum Life,explicit,1,8b1d1c087c41f3725e300ba115b934777bb3bb6cf1a819b6d076a646df838fdd,3324498
+1 to Minimum Frenzy Charges,explicit,1,8b1d1c087c41f3725e300ba115b934777bb3bb6cf1a819b6d076a646df838fdd,3324498
4% chance to gain a Frenzy Charge on Kill,explicit,1,8b1d1c087c41f3725e300ba115b934777bb3bb6cf1a819b6d076a646df838fdd,3324498
Non-Channelling Skills have -7 to Total Mana Cost,crafted,1,8b1d1c087c41f3725e300ba115b934777bb3bb6cf1a819b6d076a646df838fdd,3324498
+16% to Global Critical Strike Multiplier,implicit,1,c11a3ab06c44c27d45743b9c7dc38d3faf671195a45e1a77f2fc6f4f23857f4f,3324498
Curse Enemies with Elemental Weakness on Hit,implicit,1,c11a3ab06c44c27d45743b9c7dc38d3faf671195a45e1a77f2fc6f4f23857f4f,3324498
Curse Enemies with Flammability on Hit,implicit,1,c11a3ab06c44c27d45743b9c7dc38d3faf671195a45e1a77f2fc6f4f23857f4f,3324498
22% increased Fire Damage,explicit,1,c11a3ab06c44c27d45743b9c7dc38d3faf671195a45e1a77f2fc6f4f23857f4f,3324498
16% increased Cast Speed,explicit,1,c11a3ab06c44c27d45743b9c7dc38d3faf671195a45e1a77f2fc6f4f23857f4f,3324498
+30% to Global Critical Strike Multiplier,explicit,1,c11a3ab06c44c27d45743b9c7dc38d3faf671195a45e1a77f2fc6f4f23857f4f,3324498
+47 to maximum Energy Shield,explicit,1,c11a3ab06c44c27d45743b9c7dc38d3faf671195a45e1a77f2fc6f4f23857f4f,3324498
+55 to maximum Mana,explicit,1,c11a3ab06c44c27d45743b9c7dc38d3faf671195a45e1a77f2fc6f4f23857f4f,3324498
7% reduced Mana Cost of Skills,explicit,1,c11a3ab06c44c27d45743b9c7dc38d3faf671195a45e1a77f2fc6f4f23857f4f,3324498
Non-Channelling Skills have -7 to Total Mana Cost,crafted,1,c11a3ab06c44c27d45743b9c7dc38d3faf671195a45e1a77f2fc6f4f23857f4f,3324498
9% increased maximum Life,implicit,1,27e727f629a3db5eca8a2243427f2cb5338860e6213bea04e586f8fcaa48dec6,3324498
+1 to Maximum Endurance Charges,implicit,1,27e727f629a3db5eca8a2243427f2cb5338860e6213bea04e586f8fcaa48dec6,3324498
+1 to Maximum Frenzy Charges,implicit,1,27e727f629a3db5eca8a2243427f2cb5338860e6213bea04e586f8fcaa48dec6,3324498
+15% to Damage over Time Multiplier,explicit,1,27e727f629a3db5eca8a2243427f2cb5338860e6213bea04e586f8fcaa48dec6,3324498
22% increased Fire Damage,explicit,1,27e727f629a3db5eca8a2243427f2cb5338860e6213bea04e586f8fcaa48dec6,3324498
+94 to maximum Life,explicit,1,27e727f629a3db5eca8a2243427f2cb5338860e6213bea04e586f8fcaa48dec6,3324498
Regenerate 40 Life per second,explicit,1,27e727f629a3db5eca8a2243427f2cb5338860e6213bea04e586f8fcaa48dec6,3324498
+72 to maximum Mana,explicit,1,27e727f629a3db5eca8a2243427f2cb5338860e6213bea04e586f8fcaa48dec6,3324498
+35% to Chaos Resistance,explicit,1,27e727f629a3db5eca8a2243427f2cb5338860e6213bea04e586f8fcaa48dec6,3324498
Non-Channelling Skills have -8 to Total Mana Cost,crafted,1,27e727f629a3db5eca8a2243427f2cb5338860e6213bea04e586f8fcaa48dec6,3324498
+16% to Global Critical Strike Multiplier,implicit,1,438c4621d921317ec8c47d4f356e6701efada5dd2d60c8e3ef5173aa417fdc78,3324498
+1 to Maximum Endurance Charges,implicit,1,438c4621d921317ec8c47d4f356e6701efada5dd2d60c8e3ef5173aa417fdc78,3324498
+1 to Maximum Frenzy Charges,implicit,1,438c4621d921317ec8c47d4f356e6701efada5dd2d60c8e3ef5173aa417fdc78,3324498
+55 to Intelligence,explicit,1,438c4621d921317ec8c47d4f356e6701efada5dd2d60c8e3ef5173aa417fdc78,3324498
22% increased Fire Damage,explicit,1,438c4621d921317ec8c47d4f356e6701efada5dd2d60c8e3ef5173aa417fdc78,3324498
+25% to Global Critical Strike Multiplier,explicit,1,438c4621d921317ec8c47d4f356e6701efada5dd2d60c8e3ef5173aa417fdc78,3324498
+47 to maximum Energy Shield,explicit,1,438c4621d921317ec8c47d4f356e6701efada5dd2d60c8e3ef5173aa417fdc78,3324498
+66 to maximum Mana,explicit,1,438c4621d921317ec8c47d4f356e6701efada5dd2d60c8e3ef5173aa417fdc78,3324498
8% reduced Mana Cost of Skills,explicit,1,438c4621d921317ec8c47d4f356e6701efada5dd2d60c8e3ef5173aa417fdc78,3324498
Non-Channelling Skills have -8 to Total Mana Cost,crafted,1,438c4621d921317ec8c47d4f356e6701efada5dd2d60c8e3ef5173aa417fdc78,3324498
Has 1 Socket,implicit,1,74ec125cced52bfa7d7a5b2805f91bebedacce039021124e23e84fc30aed671e,3324498
+66 to Strength,explicit,1,74ec125cced52bfa7d7a5b2805f91bebedacce039021124e23e84fc30aed671e,3324498
+42 to Dexterity and Intelligence,explicit,1,74ec125cced52bfa7d7a5b2805f91bebedacce039021124e23e84fc30aed671e,3324498
+15% to Damage over Time Multiplier,explicit,1,74ec125cced52bfa7d7a5b2805f91bebedacce039021124e23e84fc30aed671e,3324498
+47 to maximum Energy Shield,explicit,1,74ec125cced52bfa7d7a5b2805f91bebedacce039021124e23e84fc30aed671e,3324498
15% increased Area of Effect,explicit,1,74ec125cced52bfa7d7a5b2805f91bebedacce039021124e23e84fc30aed671e,3324498
17% increased Damage,crafted,1,74ec125cced52bfa7d7a5b2805f91bebedacce039021124e23e84fc30aed671e,3324498
6% reduced Mana Cost of Skills,implicit,1,722019c46e1f595c48667a9731a393743ee252c31a40ff315bceb9c9e958db19,3324498
Curse Enemies with Elemental Weakness on Hit,implicit,1,722019c46e1f595c48667a9731a393743ee252c31a40ff315bceb9c9e958db19,3324498
Curse Enemies with Flammability on Hit,implicit,1,722019c46e1f595c48667a9731a393743ee252c31a40ff315bceb9c9e958db19,3324498
+55 to Intelligence,explicit,1,722019c46e1f595c48667a9731a393743ee252c31a40ff315bceb9c9e958db19,3324498
22% increased Fire Damage,explicit,1,722019c46e1f595c48667a9731a393743ee252c31a40ff315bceb9c9e958db19,3324498
+25% to Global Critical Strike Multiplier,explicit,1,722019c46e1f595c48667a9731a393743ee252c31a40ff315bceb9c9e958db19,3324498
+47 to maximum Energy Shield,explicit,1,722019c46e1f595c48667a9731a393743ee252c31a40ff315bceb9c9e958db19,3324498
+66 to maximum Mana,explicit,1,722019c46e1f595c48667a9731a393743ee252c31a40ff315bceb9c9e958db19,3324498
8% reduced Mana Cost of Skills,explicit,1,722019c46e1f595c48667a9731a393743ee252c31a40ff315bceb9c9e958db19,3324498
Non-Channelling Skills have -8 to Total Mana Cost,crafted,1,722019c46e1f595c48667a9731a393743ee252c31a40ff315bceb9c9e958db19,3324498
+12% to Global Critical Strike Multiplier,explicit,1,99ce1b878d3aa47911833af677a0069139ec385a7854cdc4796feb413010836f,3324498
+40 to maximum Energy Shield,explicit,1,99ce1b878d3aa47911833af677a0069139ec385a7854cdc4796feb413010836f,3324498
Damage Penetrates 2% Elemental Resistances if you haven't Killed Recently,explicit,1,99ce1b878d3aa47911833af677a0069139ec385a7854cdc4796feb413010836f,3324498
6% increased Global Defences,fractured,1,99ce1b878d3aa47911833af677a0069139ec385a7854cdc4796feb413010836f,3324498
+5 to Intelligence,implicit,1,a697a19825a0294c24746f14f31b6d6d5d7fecff26f5d351dc852764313393a3,3324498
+6 to maximum Energy Shield,implicit,1,a697a19825a0294c24746f14f31b6d6d5d7fecff26f5d351dc852764313393a3,3324498
5% increased Area of Effect,implicit,1,a697a19825a0294c24746f14f31b6d6d5d7fecff26f5d351dc852764313393a3,3324498
